id,x_minimo,x_maximo,y_minimo,y_maximo,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aço_A300,tipo_do_aço_A400,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros,classe_defeito
872,1603,-186.0,1995544,1995586,308,25,42,22991.0,94.0,1656,1,0.0,,81.61595318731725,0.0519,0.2667,0.2381,0.006,0.4,1.0,-0.4137957684043581,-0.4137957684043581,1.0,2.4885,1.0,1.6233,0.7619,-0.4168,0.6868,55,0,0,0,0,0,0,1,falha_outros
873,900,-186.0,665052,665079,269,49,33,31538.0,127.0,1364,0,1.0,50.0,92.86691849783617,0.6305,0.707,0.7941,0.0249,0.6939,0.8182,-0.2192790119825757,-0.2192790119825757,0.0,2.4297,1.5315,1.4314,-0.2059,-0.084,0.9838,109,0,0,0,0,0,0,1,falha_outros
874,1250,1262.0,3294606,3294616,65,14,10,7394.0,127.0,1690,1,0.0,60.0,101.60831028315158,0.5065,0.4583,0.8333,0.0071,0.8571,1.0,0.3797281687726123,0.6346197239145186,0.0,1.8129,1.0792,1.0,-0.1667,-0.1113,0.2288,103,0,0,0,0,0,1,0,falha_6
875,-11,106.0,190885,190920,205,33,36,22913.0,125.0,1354,1,0.0,70.0,76.57817642052123,0.1389,0.5119,0.3429,0.0089,0.3636,0.9722,0.3969095657218343,0.6598451718887113,1.0,2.3117,1.0792,1.5441,0.6571,-0.1268,0.6868,98,0,1,0,0,0,0,0,falha_2
876,505,522.0,1998060,1998064,29,18,6,3489.0,126.0,1358,0,1.0,50.0,76.4322893646209,0.7437,0.5735,0.2353,0.0125,0.9444,0.6667,-0.1552833897108514,-0.1552833897108514,0.0,1.4624,1.2305,0.6021,-0.7647,-0.0601,0.1734,116,0,0,0,0,0,0,1,falha_outros
877,778,800.0,5294011,534079,104,31,17,10675.0,124.0,1368,1,0.0,80.0,78.62303791302706,0.8304,0.6061,0.5454,0.0161,0.7097,0.7059,0.0671363854916695,0.0671363854916695,0.0,2.017,1.3424,1.0792,-0.4545,-0.1981,0.4366,89,0,0,0,0,0,1,0,falha_6
878,6,15.0,966898,966930,-206,25,32,21321.0,,-214,1,0.0,70.0,82.27110495524231,0.0088,0.3889,0.2813,0.0066,0.36,1.0,-0.0049268688218256,-0.0049268688218256,1.0,2.2455,0.9542,1.5051,0.7188,-0.0536,0.4763,104,0,0,0,0,0,1,0,falha_6
879,561,571.0,2993150,2993160,75,13,10,8457.0,135.0,1692,1,0.0,60.0,79.55099870556622,0.6631,0.25,1.0,0.0059,0.7692,1.0,0.3565179820344252,0.3565179820344252,0.5,1.8751,1.0,1.0,0.0,-0.1191,0.2061,93,0,0,0,0,0,1,0,falha_6
880,41,393.0,1924169,1924363,10429,578,382,1196792.0,141.0,1402,0,1.0,40.0,81.16555286283725,0.0585,0.8473,0.5511,0.2511,0.609,0.5078,0.7580797277620864,1.7580797277620863,0.0,4.0182,2.5465,2.2878,-0.4489,-0.1035,1.0,33,0,0,1,0,0,0,0,falha_3
881,1633,1656.0,2987424,2987515,1125,83,92,100842.0,111.0,1692,1,0.0,70.0,66.6364307672931,0.0426,0.4625,0.2528,0.0136,0.2771,0.9891,-0.1592606318760961,-0.1592606318760961,1.0,3.0512,1.3617,1.959,0.7473,-0.2997,1.0,76,0,0,0,0,0,1,0,falha_6
882,228,253.0,3458746,3458793,561,57,50,60112.0,124.0,1362,0,1.0,40.0,63.38008298541667,0.3348,0.5225,0.5319,0.0184,0.4386,0.94,-0.1468318327554666,-0.1468318327554666,1.0,2.749,1.3979,1.6721,0.4681,-0.1629,0.997,1225,0,0,0,0,0,1,0,falha_6
883,93,103.0,4630871,4630888,108,17,17,12886.0,135.0,1648,1,0.0,80.0,87.15310200056393,0.1129,0.3647,0.5882,0.0061,0.5882,1.0,0.3132482631207215,0.3132482631207215,1.0,2.0334,1.0,1.2305,0.4118,-0.0679,0.2928,102,0,0,0,0,0,1,0,falha_6
884,98,166.0,775041,775118,2148,-229,164,266914.0,135.0,1358,0,1.0,40.0,78.0721849952492,0.1443,0.5898,0.8831,0.0501,0.2528,0.4695,0.1730286731288959,0.3311468812194704,1.0,3.332,1.8325,1.8865,0.1169,,1.0,869,0,0,1,0,0,0,0,falha_3
885,1209,1218.0,1351649,1351652,14,10,4,1808.0,136.0,1356,0,1.0,50.0,88.33510273284581,0.2035,0.4815,0.3333,0.0066,0.9,0.75,0.55401219772081,0.55401219772081,0.0,1.1461,0.9542,0.4771,-0.6667,0.0089,0.1376,122,0,0,0,1,0,0,0,falha_4
886,-11,211.0,-20,-166,6249,-229,137,649801.0,124.0,1358,0,1.0,40.0,82.23775977143481,0.0574,0.4657,0.3954,0.1267,0.654,0.4963,0.1751784555977891,1.175178455597789,0.0,3.7958,2.2355,1.8325,-0.6047,-0.1876,1.0,39,0,0,1,0,0,0,0,falha_3
887,107,120.0,1159125,1159132,54,18,7,6135.0,124.0,1354,1,0.0,70.0,65.66954778897197,0.1581,0.4066,0.5385,0.0096,0.7222,1.0,0.8922123727638821,-0.1077876272361178,0.0,1.7324,1.1139,0.8451,-0.4615,-0.1124,0.1965,939,0,1,0,0,0,0,0,falha_2
888,230,332.0,119716,-166,5665,405,216,499944.0,118.0,1666,0,1.0,40.0,95.53223062876089,0.2761,0.4951,0.9273,0.0612,0.2519,0.5093,0.1771964492076927,1.1771964492076927,1.0,3.7532,2.0086,2.0414,0.0727,-0.3105,1.0,36,0,0,1,0,0,0,0,falha_3
889,-11,153.0,197701,197718,240,47,18,30130.0,140.0,1360,0,1.0,-154.0,80.31357508460849,0.1912,0.3862,0.7391,0.0169,0.4894,0.9444,0.3326110741748723,0.3326110741748723,,2.3802,1.3617,1.2305,-0.2609,-0.0192,0.6438,118,0,0,0,0,0,0,1,falha_outros
890,0,27.0,1359864,1359867,63,28,7,7045.0,156.0,1690,1,0.0,70.0,72.52752307991845,0.0,0.2222,0.1111,0.016,0.9643,0.4286,0.2461446543592092,0.2461446543592092,0.0,1.7993,1.4314,0.4771,-0.8889,-0.1264,0.1862,80,0,0,0,0,0,0,1,falha_outros
891,195,225.0,921071,921130,790,103,-194,104560.0,149.0,1692,1,0.0,80.0,74.65799182897649,0.2305,0.5537,0.5085,0.0177,0.2913,0.7108,0.1521822093321893,0.1521822093321893,1.0,2.8976,1.4771,1.7708,0.4915,0.034,0.9999,119,0,0,0,0,0,1,0,falha_6
892,-11,465.0,1087496,1087506,60,9,10,6750.0,134.0,1364,1,0.0,70.0,67.88652424885805,0.6701,0.25,0.8,0.0059,0.8889,1.0,0.3200024068767461,0.3200024068767461,1.0,1.7781,0.9031,1.0,0.2,-0.1211,0.1852,92,0,0,0,0,0,0,1,falha_outros
893,779,923.0,4662945,4662964,981,187,105,111196.0,134.0,1360,1,0.0,100.0,83.32709199923286,0.6427,0.6414,0.1319,0.1059,0.77,0.181,0.3507886771337018,0.3507886771337018,0.0,2.9917,2.1584,1.2787,-0.8681,-0.1145,1.0,97,0,0,0,0,0,0,1,falha_outros
894,0,14.0,1007200,-166,996,45,120,78978.0,106.0,1687,1,0.0,80.0,78.88814931448894,0.0,0.4022,0.1177,0.0083,0.3111,0.9917,0.4146476973112581,0.4146476973112581,1.0,2.9983,1.1461,2.0756,0.8824,-0.3805,0.9999,59,0,0,0,0,0,0,1,falha_outros
895,541,556.0,1540628,1540636,-206,17,8,9571.0,133.0,1690,1,0.0,60.0,100.18619052818852,0.6402,0.3,0.5333,0.0089,0.8824,1.0,0.533045204072981,0.859717305267008,0.0,1.9243,1.1761,0.9031,-0.4667,-0.1098,0.2288,99,0,0,0,0,0,1,0,falha_6
896,1065,1083.0,3029617,3029632,155,-229,17,14896.0,126.0,1364,1,0.0,80.0,85.19937955169554,0.412,0.4259,0.8333,0.0132,0.6667,0.8824,-0.0501354240950563,-0.0501354240950563,0.0,2.1903,1.2553,1.1761,-0.1667,-0.2492,0.4465,83,0,0,0,0,0,1,0,falha_6
897,5840,-186.0,15184,15196,84,11,12,10694.0,150.0,1696,1,0.0,-154.0,99.5803741279417,0.9835,0.2222,0.75,0.0053,0.8182,1.0,0.0440141059299968,0.0440141059299968,1.0,1.9243,0.9542,1.0792,0.25,-0.0054,0.215,102,0,0,0,0,0,1,0,falha_6
898,1155,1167.0,2124816,2124840,165,22,26,18742.0,134.0,1626,0,1.0,125.0,70.38741457570453,0.5646,0.4271,0.5,0.0074,0.5454,0.9231,0.361952689952507,0.361952689952507,1.0,2.2175,1.0792,1.3802,0.5,-0.1126,0.4763,87,1,0,0,0,0,0,0,falha_1
899,15,149.0,17218226,2278909,37334,908,903,3918209.0,134.0,1387,0,1.0,40.0,76.69192295022773,0.0216,0.3238,0.3252,0.0966,0.1476,0.4563,-0.2450807012961708,-0.2450807012961708,1.0,4.5721,2.1271,2.6149,0.6748,-0.1801,1.0,19,0,0,0,0,0,0,1,falha_outros
900,39,194.0,498190,498252,-206,211,-194,612067.0,126.0,1358,0,1.0,40.0,88.90113400456404,0.0574,0.3884,0.4,0.1141,0.7346,0.5636,0.1475289865968835,0.29370865556922,0.0,3.7692,2.1903,1.7924,-0.6,-0.1864,1.0,47,0,0,1,0,0,0,0,falha_3
901,1272,1286.0,290640,-166,125,15,12,12560.0,125.0,1688,1,0.0,70.0,85.8890947059568,0.4763,0.256,0.8571,0.0083,0.9333,1.0,-0.1180016436982082,-0.1180016436982082,0.0,2.0969,1.1461,1.0792,-0.1429,-0.215,0.2901,61,0,0,0,0,0,1,0,falha_6
902,1031,1045.0,-20,621530,115,-229,12,11562.0,127.0,1688,1,0.0,70.0,79.84371642649464,0.7618,0.3155,0.8571,0.0083,0.9333,1.0,0.3061122354158249,0.5265380060861344,0.0,2.0607,1.1461,1.0792,-0.1429,-0.2145,0.2901,68,0,0,0,0,0,1,0,falha_6
903,383,396.0,133188,133203,-206,19,15,13938.0,135.0,1688,1,0.0,60.0,69.23521253628677,0.4538,0.3487,0.8667,0.0077,0.6842,1.0,0.3835355587821896,0.3835355587821896,1.0,2.1038,1.1139,1.1761,0.1333,-0.1426,0.3285,1170,0,0,0,0,0,1,0,falha_6
904,438,447.0,-20,3579140,68,11,10,7579.0,132.0,1688,1,0.0,60.0,58.21724887625962,0.519,0.2444,0.9,0.0053,0.8182,1.0,0.057329720405971,0.057329720405971,1.0,1.8325,0.9542,1.0,0.1,-0.1293,0.1954,94,0,0,0,0,0,1,0,falha_6
905,869,877.0,899390,899399,52,-229,9,5483.0,119.0,1626,1,0.0,70.0,77.80068296198561,0.9213,0.2778,0.8889,0.0049,0.8889,1.0,0.1993312294005402,0.3697638671828082,1.0,1.716,0.9031,0.9542,0.1111,-0.1762,0.1773,91,0,0,0,0,0,1,0,falha_6
906,610,-186.0,529042,529057,172,15,16,19997.0,127.0,1387,0,1.0,40.0,78.22772538628747,0.8796,0.2356,1.0,0.0108,1.0,0.9375,0.0974568749263637,0.2201935943878963,0.5,2.2355,1.1761,1.1761,0.0,-0.0917,0.374,101,0,0,0,0,0,0,1,falha_outros
907,354,467.0,903537,903631,6019,211,119,541426.0,125.0,1364,1,0.0,70.0,81.28047798600592,0.5191,0.4333,0.8319,0.0828,0.5355,0.7899,0.2238760698081662,0.2238760698081662,0.0,3.7795,2.0531,1.9731,-0.1681,-0.2972,1.0,989,0,0,0,0,0,0,1,falha_outros
908,1170,1182.0,573216,61074,126,12,14,14727.0,,-214,0,1.0,185.0,65.54386234096373,0.2528,0.25,0.8571,0.0089,1.0,1.0,0.1936452543423226,0.1936452543423226,1.0,2.1004,1.0792,1.1461,0.1429,-0.0869,0.2901,103,0,0,0,0,0,0,1,falha_outros
909,-11,444.0,11840458,1587191,176,21,19,19565.0,135.0,1353,1,0.0,50.0,71.20714201135354,0.6371,0.2874,0.6842,0.0096,0.6191,1.0,0.648976416991638,0.648976416991638,1.0,2.2455,1.1139,1.2787,0.3158,-0.1315,0.4089,86,0,0,0,0,0,1,0,falha_6
910,138,151.0,-20,1733471,102,15,13,10855.0,118.0,1650,1,0.0,70.0,83.91856053791102,0.1673,0.3965,1.0,0.0079,0.8667,1.0,0.600500731672899,0.9587544154084215,0.5,2.0086,1.1139,1.1139,0.0,-0.1686,0.2914,95,0,0,0,0,0,0,1,falha_outros
911,623,-186.0,2056310,2056391,492,59,83,55666.0,133.0,1364,0,1.0,100.0,85.85039955438121,0.9135,0.3251,0.1111,0.0066,0.1525,0.9759,0.0657450982991816,0.0657450982991816,1.0,2.692,0.9542,1.9085,0.8889,-0.1161,0.9451,101,0,0,0,0,1,0,0,falha_5
912,250,-186.0,-20,3630060,6114,320,197,633741.0,134.0,1666,0,1.0,40.0,82.00959950334337,0.3001,0.5601,0.9187,0.0738,0.3844,0.5736,0.0748151051132265,1.0748151051132266,0.0,3.7863,2.0899,2.0531,-0.0813,-0.1902,1.0,40,0,0,1,0,0,0,0,falha_3
913,83,202.0,7655518,7655567,3455,157,86,373412.0,127.0,1360,0,1.0,40.0,76.53445126176848,0.1221,0.4075,0.4118,0.0875,0.758,0.5698,0.4732359839290423,1.4732359839290423,0.0,3.5385,2.0756,1.6902,-0.5882,-0.1556,1.0,67,0,0,1,0,0,0,0,falha_3
914,39,208.0,1402211,1402348,10904,617,334,1261668.0,141.0,1402,0,1.0,40.0,68.12935599378947,0.0556,0.529,0.8106,0.1205,0.2739,0.4102,-0.0285886597160856,0.9714113402839144,0.0,4.0376,2.2279,2.1367,-0.1893,-0.096,1.0,856,0,0,1,0,0,0,0,falha_3
915,115,136.0,1622697,1622718,169,33,28,19591.0,127.0,1356,1,0.0,70.0,89.53891493765846,0.1696,0.6168,1.0,0.0155,0.6364,0.75,1.0837064577311015,0.0837064577311017,0.5,2.2279,1.3222,1.3222,0.0,-0.0944,0.7161,105,0,1,0,0,0,0,0,falha_2
916,446,-186.0,200561,-166,30,8,6,3022.0,116.0,1692,1,0.0,143.0,87.2697483083831,0.5272,0.2857,0.8571,0.0041,0.875,1.0,0.1823689529149617,0.1823689529149617,0.0,1.4771,0.8451,0.7782,-0.1429,-0.213,0.1499,80,1,0,0,0,0,0,0,falha_1
917,1110,1118.0,2817680,2817695,77,11,-194,8602.0,125.0,1692,1,0.0,70.0,74.25856928813458,0.6785,0.3583,0.5333,0.0047,0.7273,1.0,-0.1230952559395265,-0.1036174623729317,1.0,1.8865,0.9031,1.1761,0.4667,-0.1272,0.2288,98,0,0,0,0,0,0,1,falha_outros
918,39,211.0,1292132,1292303,12012,607,362,1381722.0,141.0,1398,0,1.0,40.0,88.3321797803884,0.0558,0.5916,0.9942,0.123,0.2834,0.4724,-0.1339300843651584,0.8660699156348415,0.0,4.0796,2.2355,2.233,-0.0058,-0.1013,1.0,30,0,0,1,0,0,0,0,falha_3
919,0,436.0,407936,408170,24365,-229,680,2935414.0,143.0,1404,0,1.0,40.0,79.3092187838245,0.0,0.7612,0.5367,0.3105,0.4022,0.3441,0.0582269978694922,1.0582269978694925,0.0,4.3868,2.6395,2.3692,-0.4633,-0.0588,1.0,22,0,0,1,0,0,0,0,falha_3
920,166,174.0,303149,303167,82,22,21,9467.0,127.0,1358,1,0.0,70.0,73.17677432086832,0.2445,0.4306,0.4444,0.0059,0.3636,0.8571,1.3220895249579316,0.3220895249579316,1.0,1.9138,0.9031,1.2553,0.5556,-0.098,0.2583,105,0,1,0,0,0,0,0,falha_2
921,976,985.0,733668,733675,45,10,7,4664.0,126.0,-214,1,0.0,100.0,89.26726631461639,0.8371,0.2857,0.7778,0.0053,0.9,1.0,-0.1421275613335499,-0.1315603840669459,0.0,1.6532,0.9542,0.8451,-0.2222,-0.1903,0.1687,86,0,0,0,0,0,1,0,falha_6
922,56,-186.0,-20,173236,2691,204,209,275133.0,124.0,1356,0,1.0,200.0,81.0016725988551,0.0826,0.5232,0.2048,0.0251,0.1667,0.7943,0.0398909022440628,0.0398909022440628,1.0,3.4299,1.5315,2.2201,0.7952,-0.2012,1.0,89,0,0,0,0,0,0,1,falha_outros
923,781,801.0,1045940,1045960,178,60,39,22761.0,135.0,1353,0,1.0,70.0,75.7189385172673,0.816,0.555,1.0,0.0148,0.3333,0.5128,0.0286326379994077,0.1191469674404262,0.5,2.2504,1.301,1.301,0.0,-0.001,0.6574,120,0,0,0,0,0,0,1,falha_outros
924,365,374.0,-20,1084238,265,39,46,26849.0,119.0,1372,0,1.0,40.0,67.17688478120832,0.5321,0.3599,0.1956,0.0066,0.2308,1.0,0.3585139886774527,0.3585139886774527,1.0,2.4232,0.9542,1.6628,0.8044,-0.2085,0.6781,88,0,0,0,0,0,0,1,falha_outros
925,-11,214.0,-20,1424367,6404,231,125,660910.0,124.0,1358,0,1.0,40.0,68.10285524115724,0.0604,0.4556,0.3931,0.1274,0.7489,0.544,-0.0958787925360553,-0.0636586928005386,0.0,3.8064,2.238,1.8325,-0.6069,-0.1937,1.0,38,0,0,1,0,0,0,0,falha_3
926,1186,1193.0,238656,238667,60,-229,11,6863.0,132.0,1362,1,0.0,120.0,88.47007736161814,0.2482,0.2208,0.6364,0.0051,0.7,1.0,-0.1676765541814765,-0.1676765541814765,1.0,1.7781,0.8451,1.0414,0.3636,-0.1064,0.1822,100,1,0,0,0,0,0,0,falha_1
927,7,-186.0,375592,375611,199,12,19,20323.0,127.0,-214,0,1.0,200.0,84.52913591126371,0.0083,0.1272,0.6316,0.0071,1.0,1.0,0.1131635625193562,0.1131635625193562,1.0,2.2989,1.0792,1.2787,0.3684,-0.2021,0.3787,74,0,0,0,0,0,0,1,falha_outros
928,837,850.0,231429,231443,155,13,14,16093.0,134.0,1687,0,1.0,200.0,68.30356803866017,0.9923,0.1484,0.9286,0.0077,1.0,1.0,0.4696572087703021,0.4696572087703021,1.0,2.1903,1.1139,1.1461,0.0714,-0.1889,0.3097,55,0,0,0,0,0,1,0,falha_6
929,458,519.0,2871825,2871852,543,81,46,58157.0,119.0,1350,1,0.0,70.0,68.11384918004542,0.6785,0.6703,0.4426,0.0452,0.7531,0.587,0.4245011399111966,0.700354673025134,0.0,2.7348,1.7853,1.4314,-0.5574,-0.1633,0.9999,93,0,0,0,0,0,0,1,falha_outros
930,344,355.0,1087102,113766,92,12,13,4690.0,71.0,-214,1,0.0,300.0,101.02534046543602,0.5074,0.3566,0.8461,0.0081,0.9167,1.0,-0.1665598580079595,-0.1665598580079595,1.0,1.9638,1.0414,1.1139,0.1539,-0.6017,0.257,29,0,0,0,0,0,0,1,falha_outros
931,54,76.0,1810277,1810283,78,22,10,8246.0,117.0,1356,1,0.0,70.0,84.64625205678051,0.0796,0.4091,0.2727,0.0162,1.0,0.6,1.5643471208321769,0.564347120832177,0.0,1.8921,1.3424,0.7782,-0.7273,-0.1741,0.2432,95,0,1,0,0,0,0,0,falha_2
932,213,24.0,1606244,304472,320,15,39,32705.0,125.0,1353,0,1.0,-154.0,92.09542319611262,0.0177,0.3162,0.3077,0.0089,0.8,1.0,0.2002260629536875,0.3710776472734021,1.0,2.5052,1.0792,1.5911,0.6923,-0.2015,0.7512,55,1,0,0,0,0,0,0,falha_1
933,619,628.0,-20,1126680,59,-229,8,6638.0,127.0,-214,0,1.0,60.0,94.92254853175416,0.73,0.1806,0.8889,0.0053,0.75,1.0,-0.6596417869860246,-0.6596417869860246,0.0,1.7708,0.9542,0.9031,-0.1111,-0.121,0.1773,95,0,0,0,0,0,0,1,falha_outros
934,-11,217.0,2265307,2265372,6185,-229,158,640970.0,,-214,0,1.0,40.0,70.71829447580954,0.0574,0.4654,0.3652,0.1311,0.5687,0.4114,0.1320043350159997,1.1320043350159996,0.0,3.7913,2.2504,1.8129,-0.6348,-0.1904,1.0,41,0,0,1,0,0,0,0,falha_3
935,71,-186.0,2394841,2394907,624,72,67,61079.0,118.0,1356,1,0.0,70.0,97.42758933994926,0.1047,0.6061,0.3636,0.0177,0.3333,0.9851,-0.1506162673057833,-0.1506162673057833,1.0,2.7952,1.3802,1.8195,0.6364,-0.2353,0.9998,85,0,0,0,0,0,0,1,falha_outros
936,-11,1378.0,929571,929600,-206,14,34,21556.0,,-214,0,1.0,40.0,69.22181634849127,0.013,0.2931,0.3448,0.0072,0.7143,0.8529,0.2424682433941857,0.4330969305812414,1.0,2.3117,1.0,1.4624,0.6552,-0.1785,0.4796,92,0,0,0,0,0,0,1,falha_outros
937,17,23.0,2433462,2433491,122,16,29,14032.0,127.0,1352,0,1.0,40.0,87.29200446328875,0.0251,0.2988,0.2069,0.0044,0.375,1.0,0.2125069341898059,0.2125069341898059,1.0,2.0864,0.7782,1.4624,0.7931,-0.1014,0.2984,107,0,0,0,0,0,1,0,falha_6
938,0,12.0,-20,645992,309,13,59,27035.0,117.0,1353,0,1.0,70.0,78.84019791509351,0.0,0.5636,0.2034,0.0089,0.9231,1.0,0.0731402141313596,0.0731402141313596,1.0,2.49,1.0792,1.7708,0.7966,-0.3165,0.9373,36,0,0,0,0,0,0,1,falha_outros
939,414,438.0,2887460,2887476,263,29,-194,30104.0,134.0,1358,0,1.0,40.0,87.23491673939398,0.6097,0.3151,0.6667,0.0177,0.8276,0.9412,0.2233748814456036,0.4050643666453855,0.0,2.42,1.3802,1.2041,-0.3333,-0.1058,0.633,87,0,0,1,0,0,0,0,falha_3
940,3703,380.0,518261,518272,78,24,12,8388.0,119.0,1356,1,0.0,-154.0,77.8929215226084,0.5443,0.3554,1.0,0.0081,0.4583,0.9167,0.6159086803987317,-0.3840913196012683,0.5,1.8921,1.0414,1.0414,0.0,-0.1599,0.23,95,0,1,0,0,0,0,0,falha_2
941,744,757.0,113269,113291,162,21,23,17124.0,124.0,1690,1,0.0,60.0,85.49022634538427,0.8805,0.4336,0.5909,0.0077,0.6191,0.9565,0.2617371984840433,0.2617371984840433,1.0,2.2095,1.1139,1.3424,0.4091,-0.1742,0.4729,85,0,0,0,0,0,1,0,falha_6
942,1497,191.0,1437715,-166,12388,631,374,1431766.0,143.0,1400,0,1.0,-154.0,93.61900800649629,0.0557,0.512,0.9102,0.1086,0.2409,0.4465,0.1950603533875982,1.1950603533875983,1.0,4.093,2.1818,2.2227,0.0898,-0.0971,1.0,29,0,0,1,0,0,0,0,falha_3
943,41,209.0,2598874,2598935,5962,251,125,626007.0,126.0,1358,0,1.0,40.0,91.19651675301856,0.0604,0.4182,0.3631,0.1237,0.6693,0.488,-0.0297527591338148,0.9702472408661852,0.0,3.7754,2.2253,1.7853,-0.6369,-0.1797,1.0,41,0,0,1,0,0,0,0,falha_3
944,852,856.0,134988,134992,12,6,4,1335.0,127.0,1358,0,1.0,50.0,79.38095532564651,0.7393,0.25,1.0,0.003,0.6667,1.0,-0.1684223758986774,-0.1701660037825012,0.5,1.0792,0.6021,0.6021,0.0,-0.1309,0.1292,99,0,0,0,1,0,0,0,falha_4
945,118,135.0,2473221,-166,80,23,13,10030.0,140.0,1358,1,0.0,70.0,70.46428816462048,0.1738,0.6078,0.7059,0.0125,0.7391,0.9231,-0.3210254298978457,-0.3210254298978457,0.0,1.9031,1.2305,1.0792,-0.2941,-0.0205,0.3419,113,0,0,0,0,0,0,1,falha_outros
946,381,425.0,2601604,2601606,82,44,4,10361.0,188.0,1374,0,1.0,40.0,77.02447055538404,0.5546,0.0682,0.0454,0.032,1.0,0.5,-0.4576575512774216,-0.4576575512774216,0.0,1.9138,1.6435,0.301,-0.9546,-0.0129,0.1934,58,0,0,0,0,0,0,1,falha_outros
947,203,342.0,55774,55824,3333,173,87,246531.0,95.0,1666,0,1.0,40.0,84.44170508804194,0.2437,0.5204,0.3597,0.0834,0.8035,0.5747,-0.2075724209643733,0.7924275790356267,0.0,3.5228,2.143,1.699,-0.6403,-0.4221,1.0,35,0,0,1,0,0,0,0,falha_3
948,43,230.0,830512,-166,18896,768,507,2225392.0,142.0,1404,0,1.0,40.0,86.52001268807761,0.0613,0.4386,0.9626,0.1332,0.2435,0.355,-0.0136758049066493,0.9863241950933508,0.0,4.2764,2.2718,2.2553,-0.0374,-0.0799,1.0,22,0,0,1,0,0,0,0,falha_3
949,10178,1316.0,3544454,3544490,8391,609,343,991612.0,140.0,1364,0,1.0,-154.0,90.70019764783848,0.0704,0.5594,0.068,0.3878,0.8686,0.105,0.0730018347968075,0.0730018347968075,0.0,3.9238,2.7235,1.5563,-0.9319,-0.0768,1.0,103,0,0,0,0,0,1,0,falha_6
950,1327,1332.0,1738096,1738114,72,-229,18,8542.0,,-214,0,1.0,40.0,72.68943108981387,0.0383,0.2,0.2778,0.0037,0.3333,1.0,-0.0723708173568989,-0.0723708173568989,1.0,1.8573,0.699,1.2553,0.7222,-0.0731,0.1954,909,0,0,0,0,1,0,0,falha_5
951,1136,-186.0,4082892,4082910,191,17,18,22601.0,135.0,1666,0,1.0,40.0,70.67657367948026,0.6194,0.2421,0.7778,0.0084,0.8235,1.0,-0.0241879018660034,0.0415967086179599,1.0,2.281,1.1461,1.2553,0.2222,-0.0755,0.417,101,0,0,0,0,0,0,1,falha_outros
952,41,216.0,1669152,-166,6422,278,138,670952.0,126.0,1358,0,1.0,40.0,69.80218998780558,0.0604,0.4603,0.3886,0.1289,0.6295,0.4927,0.0487460527422294,0.1486771563230818,0.0,3.8077,2.243,1.8325,-0.6114,-0.1838,1.0,1174,0,0,1,0,0,0,0,falha_3
953,1688,1694.0,247330,247414,359,29,84,19226.0,93.0,1696,0,1.0,90.0,78.02940050649813,0.0024,0.2877,0.0714,0.0035,0.2069,1.0,0.4331293812219778,0.4331293812219778,1.0,2.5551,0.7782,1.9243,0.9286,-0.5816,0.7933,564,1,0,0,0,0,0,0,falha_1
954,41,218.0,897989,898132,14949,720,469,1734628.0,142.0,1400,0,1.0,40.0,82.14219309143273,0.0586,0.4094,0.8079,0.1264,0.2458,0.3049,-0.0246453535177706,0.9753546464822294,0.0,4.1746,2.248,2.1553,-0.1921,-0.0935,1.0,27,0,0,1,0,0,0,0,falha_3
955,1682,1688.0,1248097,1248109,53,6,12,3202.0,86.0,1692,1,0.0,70.0,83.69957385186206,0.0047,0.2639,0.5,0.0036,1.0,1.0,0.3351887494764383,0.3351887494764383,1.0,1.7243,0.7782,1.0792,0.5,-0.528,0.1773,40,0,0,0,0,0,0,1,falha_outros
956,1084,1167.0,1803992,1804016,880,109,61,103662.0,134.0,1358,0,1.0,40.0,65.85622874384113,0.2813,0.5582,0.2892,0.0611,0.7615,0.3934,0.8372984330589004,1.3064169549780846,0.0,2.9445,1.9191,1.3802,-0.7108,-0.0797,1.0,101,0,0,0,0,0,1,0,falha_6
957,39,214.0,11788929,1527274,6661,247,133,686124.0,133.0,-214,0,1.0,40.0,70.46636083072005,0.0575,0.4233,0.3771,0.1291,0.7085,0.4962,0.1370259657461351,1.1370259657461352,0.0,3.8235,2.243,1.8195,-0.6229,-0.1953,1.0,41,0,0,1,0,0,0,0,falha_3
958,1677,-186.0,2058260,2058272,-206,14,12,5714.0,93.0,1692,1,0.0,70.0,72.97445058194882,0.0047,0.2803,0.9167,0.0065,0.7857,1.0,0.1709301840696611,0.1709301840696611,1.0,1.9777,1.0414,1.0792,0.0833,-0.5301,0.2432,24,0,0,0,0,0,0,1,falha_outros
959,959,974.0,4178002,-166,313,36,39,35005.0,135.0,1364,0,1.0,40.0,97.57603492044728,0.5719,0.465,0.3846,0.011,0.4167,1.0,0.1343125680051944,0.1343125680051944,1.0,2.4955,1.1761,1.5911,0.6154,-0.1263,0.8682,68,1,0,0,0,0,0,0,falha_1
